螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2014-02-18,3雀瞒,97.43,5.1,11.2,0.5,2.2,1.8,0.646,0.008,1.5,6.7,0,78,1,,,,,,,,,,,,,0.613,0.076,0.498,0.005,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-02-25,4雀瞒,97.04,5.4,11.4,0.6,2.5,2.4,0.612,0.007,1.8,6.8,0,68,1,,,,,,,,,,,,,0.589,0.084,0.39,0.003,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-03-04,1雀瞒,96.68,5.4,11.3,0.5,2.5,2.4,0.658,0.014,1.9,6.9,0,77,1,0,0,0,0,0,0,,,,,,,0.63,0.077,0.539,0.003,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-03-11,2雀瞒,96.29,5.8,11.3,0.8,2.6,2.1,0.669,0.007,1.7,6.9,0,76,0,,,,,,,,,,,,,0.589,0.07,0.411,0,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-03-18,3雀瞒,96.19,6.7,11.4,0.5,2.7,1.4,0.594,0.011,1.7,6.8,0,77,1,,,,,,,,,,,,,0.58,0.069,0.384,0.008,0.001,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-03-25,4雀瞒,95.87,7.1,11.3,0.9,2.9,1.7,0.659,0.013,2,6.4,0,81,3,,,,,,,,,,,,,0.63,0.063,0.399,0.004,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-04-01,1雀瞒,95.83,8.3,10.9,0.5,2.6,3.8,0.61,0.009,1.7,7.3,0,74,2,,,,,,,,,,,,,0.584,0.049,0.455,0.006,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-04-09,2雀瞒,95.49,8.9,10.4,0.4,2.5,2.8,0.599,0.006,2.1,6.3,0,82,0,0,0,0,0,0,0,,,,,,,0.566,0.057,0.444,0,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-04-15,3雀瞒,95.2,9.2,10.7,0.4,2.9,3.7,0.617,0.007,2.1,6.9,0,79,1,,,,,,,,,,,,,0.61,0.059,0.476,0.006,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-04-22,4雀瞒,94.88,9,10.4,0.4,2.4,3.7,0.622,0.008,1.9,6.8,0,78,3,,,,,,,,,,,,,0.606,0.053,0.432,0.005,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-04-30,5雀瞒,94.61,10,10.3,0.4,2.6,3.8,0.603,0.008,1.9,7,0,77,33,,,,,,,,,,,,,0.581,0.048,0.472,0.004,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-05-08,1雀瞒,94.29,10,9.7,0.3,2.2,2.8,0.66,0.005,2.1,6.8,0,71,43,,,,,,,,,,,,,0.64,0.065,0.457,0,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-05-13,2雀瞒,94.58,11.1,9.5,0.9,2.4,3.6,0.631,0.008,2.1,6.9,0,74,20,0,0,0,0,0,0,,,,,,,0.61,0.055,0.435,0.003,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-05-20,3雀瞒,94.36,11.6,9.1,0.4,2.4,1.7,0.602,0.008,2.2,7.1,0,79,21,,,,,,,,,,,,,0.577,0.037,0.42,0.004,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-05-27,4雀瞒,93.99,12.2,9.7,0.5,2.4,2.8,0.604,0.008,2,7.4,0,81,2,,,,,,,,,,,,,0.583,0.038,0.455,0.004,0,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-06-03,1雀瞒,93.6,12.3,9.2,0.5,2.7,3.6,0.63,0.016,1.9,6.9,0,82,0,,,,,,,,,,,,,0.605,0.042,0.419,0.014,0.002,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-06-10,2雀瞒,94.22,13,9.2,0.5,2.5,6.1,0.595,0.008,2.2,7.6,0,77,10,0,0,0,0,0,0,,,,,,,0.557,0.036,0.435,0.002,0,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-06-17,3雀瞒,93.83,12.9,7.6,0.7,2.4,3.7,0.593,0.007,2.3,7.5,0,81,2,,,,,,,,,,,,,0.588,0.03,0.445,0.006,0,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-06-24,4雀瞒,93.34,13.5,8.1,1,2.5,2.5,0.61,0.009,1.8,7.5,0,80,2,,,,,,,,,,,,,0.596,0.03,0.502,0.005,0.001,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-07-01,1雀瞒,92.81,14.1,8,0.8,2.4,3.5,0.608,0.016,1.8,7.2,0,81,17,0,0,0,0,0,0,,,,,,,0.583,0.049,0.43,0.007,0.001,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-07-08,2雀瞒,92.46,13.4,6.7,0.6,2.3,3.1,0.632,0.005,2.4,6.9,0,80,9,,,,,,,,,,,,,0.607,0.032,0.45,0.004,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-07-15,3雀瞒,92.2,13.8,6.8,0.7,2,2.4,0.619,0.009,1.5,6.8,0,80,6,,,,,,,,,,,,,0.598,0.026,0.45,0.006,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-07-22,4雀瞒,98.2,18.5,6.4,0.6,2.8,1.8,0.722,0.043,1.9,7,0,79,193,,,,,,,,,,,,,0.619,0.056,0.54,0.011,0.003,12,,41,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-07-28,5雀瞒,97.94,17.1,5.2,0.7,2.4,0.9,0.731,0.017,1.6,6.4,0,82,44,,,,,,,,,,,,,0.699,0.044,0.56,0.006,0.003,5.5,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-08-04,1雀瞒,105.78,17.9,5.3,0.8,2.9,4.5,0.769,0.016,1.8,6.5,0,75,59,0,0,0,0,0,0,,,,,,,0.628,0.026,0.48,0.002,0.001,3.3,,25,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-08-11,2雀瞒,106.97,18.1,5.3,0.8,3.2,0.9,0.823,0.016,1.9,6.4,0,72,47,,,,,,,,,,,,,0.804,0.01,0.65,0.004,0.002,3.2,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-08-18,3雀瞒,107.25,17.9,4.9,0.9,3.3,1.2,1.031,0.024,2.2,6.3,0,71,34,,,,,,,,,,,,,1.014,0.016,0.66,0.01,0.006,3.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-08-26,4雀瞒,108.13,18.6,5.5,1,3.6,4.5,0.853,0.021,2.4,6.6,0,67,9,,,,,,,,,,,,,0.778,0.006,0.5,0.015,0.009,2.5,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-09-03,1雀瞒,107.24,17.8,4.9,0.9,3.5,2.4,0.808,0.023,2.5,6.6,0,66,21,0,0,0,0,0,0,,,,,,,0.751,0.008,0.48,0.015,0.007,2.4,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-09-11,2雀瞒,106.93,17.7,4.1,0.8,3.8,1.3,0.973,0.02,2.2,6.4,0,65,6,,,,,,,,,,,,,0.939,0.014,0.3,0.011,0.007,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-09-16,3雀瞒,106.61,18.2,3.9,0.7,3.2,0.7,0.802,0.015,2.3,6.9,0,68,5,,,,,,,,,,,,,0.777,0.018,0.55,0.005,0.004,2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-09-23,4雀瞒,105.99,17.3,3.6,0.6,3.1,0.8,0.762,0.017,2.2,6.3,0,70,3,,,,,,,,,,,,,0.749,0.01,0.62,0.009,0.006,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-10-01,1雀瞒,107.61,17,4.2,0.6,2.6,0.6,0.842,0.014,2.1,6.4,0,67,15,,,,,,,,,,,,,0.77,0.003,0.65,0.006,0.003,1.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-10-07,2雀瞒,107.28,16.6,2.9,0.7,3,0.6,0.941,0.01,1.9,6.2,0,69,6,0,0,0,0,0,0,,,,,,,0.837,0.01,0.62,0.004,0.002,1.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-10-14,3雀瞒,106.79,16.5,2.9,1,3.1,1.1,0.858,0.008,1.9,6.1,0,68,1,,,,,,,,,,,,,0.835,0.012,0.66,0.005,0.002,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-10-22,4雀瞒,106.24,16,4.3,1.1,2.4,1.6,0.838,0.012,1.9,6.2,0,69,2,,,,,,,,,,,,,0.82,0.018,0.61,0.005,0.002,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-10-28,5雀瞒,105.82,15.4,3.2,1.2,2.9,2.3,0.845,0.012,1.8,6.2,0,74,5,,,,,,,,,,,,,0.823,0.024,0.55,0.009,0.002,1.4,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-11-04,1雀瞒,105.3,14.8,3.9,0.5,3,2.3,0.808,0.01,1.8,6.4,0,67,6,,,,,,,,,,,,,0.778,0.014,0.54,0.006,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-11-11,2雀瞒,104.71,13.8,4.4,0.6,2.8,2.8,0.755,0.016,1.9,6.3,0,76,1,0,0,0,0,0,0,,,,,,,0.683,0.029,0.43,0.006,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-11-18,3雀瞒,104.08,12.8,4.6,0.6,2.3,2.8,0.832,0.011,1.9,6.3,0,71,13,,,,,,,,,,,,,0.792,0.054,0.48,0.006,0.002,2.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-11-25,4雀瞒,103.74,12.2,4.4,0.6,2.5,2.5,0.748,0.015,1.8,6.2,0,73,21,,,,,,,,,,,,,0.713,0.06,0.45,0.004,0.001,2.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-12-02,1雀瞒,103.51,11.4,5.9,0.8,2.6,2.6,0.616,0.011,1.7,6.8,0,70,48,,,,,,,,,,,,,0.605,0.067,0.48,0.004,0.002,1.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-12-09,2雀瞒,103.14,10.7,6,0.5,2.8,3.2,0.716,0.009,1.8,7.3,0,67,37,0,0,0,0,0,0,,,,,,,0.654,0.057,0.47,0.005,0.001,2.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-12-18,3雀瞒,102.61,8.4,6.5,0.4,1.9,2.6,0.687,0.011,1.9,7.5,0,67,44,,,,,,,,,,,,,0.636,0.09,0.38,0.01,0.002,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-12-23,4雀瞒,102.38,8.4,8.4,0.6,2.9,1.7,0.691,0.011,1.7,7.2,0,79,36,,,,,,,,,,,,,0.67,0.116,0.4,0.004,0.001,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2014-12-30,5雀瞒,102.06,7.7,6.4,0.6,2.3,1.2,0.657,0.01,1.7,6.9,0,77,37,,,,,,,,,,,,,0.637,0.078,0.43,0.006,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-01-06,1雀瞒,101.76,7.1,8.7,0.7,2.1,1.9,0.739,0.01,1.7,6.9,0,69,37,0,0,0.0001,0,0.0006,0,,,,,,,0.706,0.099,0.44,0.009,0.002,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-01-13,2雀瞒,101.44,6.5,8.9,1,1.9,1.2,0.667,0.008,1.8,7,0,64,19,,,,,,,,,,,,,0.656,0.109,0.433,0.006,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-01-20,3雀瞒,101.09,6.2,10.8,0.6,2.1,1.4,0.747,0.01,2,7,0,70,4,,,,,,,,,,,,,0.703,0.116,0.443,0.006,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-01-27,4雀瞒,100.75,5.9,9.8,0.5,2,2.6,0.713,0.008,1.9,6.9,0,67,5,,,,,,,,,,,,,0.691,0.113,0.494,0.004,0.001,1.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-02-03,1雀瞒,100.38,5.5,9.9,0.8,2.7,2.8,0.687,0.009,1.8,7.1,0,65,1,0,0,0,0,0.0006,0,,,,,,,0.672,0.093,0.512,0.005,0,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-02-10,2雀瞒,99.95,5.2,10.9,1,2.7,4.4,0.708,0.011,1.8,7.2,0,69,1,,,,,,,,,,,,,0.678,0.081,0.499,0.003,0.001,2.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-02-16,3雀瞒,99.6,5,11.1,0.9,2.6,6.4,0.683,0.021,1.8,7.2,0,69,1,,,,,,,,,,,,,0.671,0.078,0.472,0.004,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-02-23,4雀瞒,99.21,5.2,11.9,0.8,2.7,8.3,0.676,0.008,1.8,7.3,0,69,1,,,,,,,,,,,,,0.671,0.075,0.431,0.006,0.002,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-03-04,1雀瞒,98.62,5,11.3,0.6,2.9,7.5,0.646,0.01,1.9,7.5,0,66,1,0,0,0,0,0.0005,0,,,,,,,0.635,0.066,0.421,0.004,0,2.9,0,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-03-10,2雀瞒,98.2,5.2,11.1,0.8,2.8,9.2,0.654,0.01,1.9,7.3,0,68,0,,,,,,,,,,,,,0.631,0.046,0.495,0.003,0.001,3.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-03-17,3雀瞒,97.66,6.3,11,0.6,2.6,8.1,0.632,0.01,2,7.4,0,66,0,,,,,,,,,,,,,0.58,0.039,0.475,0.003,0,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-03-24,4雀瞒,97.47,5.7,11.3,0.8,2.6,7.9,0.734,0.011,2,7.4,0,66,2,,,,,,,,,,,,,0.687,0.047,0.471,0.004,0,2.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-03-31,5雀瞒,96.98,7.6,10.2,1.2,3,7.5,0.682,0.011,2.1,7.6,0,66,6,,,,,,,,,,,,,0.649,0.039,0.463,0.003,0,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-04-07,1雀瞒,96.93,8,9.9,1.1,2.8,8.2,0.654,0.013,1.9,7.6,0,70,11,0,0,0,0,0.0002,0,,,,,,,0.632,0.038,0.512,0.004,0.001,3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-04-14,2雀瞒,96.89,8.5,11.1,0.8,3.2,7.8,0.662,0.015,2.1,7.5,0,67,5,,,,,,,,,,,,,0.623,0.027,0.406,0.004,0,3.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-04-21,3雀瞒,96.65,9.2,10.2,0.7,2.9,5.6,0.665,0.011,2,7.5,0,68,8,,,,,,,,,,,,,0.634,0.038,0.45,0.004,0.003,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-04-28,4雀瞒,96.28,10,9.4,0.7,3,5.4,0.615,0.019,2,7.3,0,66,20,,,,,,,,,,,,,0.613,0.047,0.451,0.008,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-05-06,1雀瞒,97.53,10.5,10.4,0.6,3.3,6.2,0.677,0.014,2.1,7.6,0,70,23,0,0,0.0001,0,0.0001,0,,,,,,,0.649,0.043,0.449,0.005,0.002,3.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-05-12,2雀瞒,97.54,10.9,8.6,0.7,2.8,5,0.711,0.013,1.9,7.4,0,69,41,,,,,,,,,,,,,0.663,0.052,0.463,0.008,0,2.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-05-19,3雀瞒,97.44,11.8,8.7,0.8,2.7,2.4,0.636,0.025,1.8,7.3,0,70,25,,,,,,,,,,,,,0.614,0.052,0.471,0.003,0.001,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-05-27,4雀瞒,96.46,12.4,8.7,0.7,2.6,2.1,0.676,0.013,1.9,7.8,0,71,29,,,,,,,,,,,,,0.67,0.069,0.334,0.007,0,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-06-02,1雀瞒,95.61,13.1,7.8,1.3,2.8,4.8,0.666,0.014,1.8,8,0,71,0,0.0001,0,0,0,0.0001,0,,,,,,,0.657,0.049,0.441,0.006,0.001,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-06-09,2雀瞒,94.7,12.7,7.9,1,2.3,2.8,0.62,0.009,1.7,7.8,0,72,3,,,,,,,,,,,,,0.617,0.08,0.389,0.004,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-06-16,3雀瞒,93.93,12.9,7.6,1.2,2.8,3.3,0.74,0.015,1.8,8.1,0,75,43,,,,,,,,,,,,,0.606,0.068,0.424,0.002,0,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-06-23,4雀瞒,93.27,13.3,7.6,1,2.9,3.1,0.702,0.014,1.9,7.8,0,71,29,,,,,,,,,,,,,0.657,0.088,0.456,0.007,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-06-30,5雀瞒,92.88,12.9,7,0.9,2.9,3.8,0.654,0.018,1.7,7.7,0,73,14,,,,,,,,,,,,,0.621,0.087,0.464,0.014,0.002,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-07-07,1雀瞒,92.47,12.9,6.2,0.9,2.9,4.2,0.696,0.019,2.6,8,0,65,4,0,0,0,0,0.0003,0,,,,,,,0.683,0.09,0.4,0.006,0.002,3.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-07-14,2雀瞒,97.89,16.4,5.3,0.4,2.7,2.1,0.663,0.015,1.8,7.1,0,75,52,,,,,,,,,,,,,0.636,0.058,0.461,0.01,0.008,2.9,,18,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-07-21,3雀瞒,97.95,17.8,5.5,0.7,3.1,3.4,0.683,0.016,1.8,7.4,0,73,53,,,,,,,,,,,,,0.658,0.09,0.483,0.009,0.004,2.3,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-07-28,4雀瞒,97.64,18.6,5.7,1.3,2.7,2.7,1.221,0.027,1.8,7.5,0,70,21,,,,,,,,,,,,,0.873,0.023,0.493,0.024,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-08-04,1雀瞒,97.24,17.2,5.2,0.7,3.1,2.1,0.902,0.015,1.9,8.3,0,75,24,,,,,,,,,,,,,0.814,0.008,0.449,0.006,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-08-11,2雀瞒,96.81,15.3,5.3,0.6,2.7,1.7,0.833,0.02,2.1,7.5,0,75,21,0,0,0.0001,0,0.0005,0,,,,,,,0.821,0.003,0.456,0.017,0,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-08-18,3雀瞒,96.54,16.1,4,0.7,2.7,1.9,0.878,0.034,1.8,8,0,76,43,,,,,,,,,,,,,0.843,0.003,0.581,0.025,0.004,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-08-25,4雀瞒,96.9,15.1,4.1,0.7,2.8,3.4,0.83,0.015,1.9,7.6,0,72,9,,,,,,,,,,,,,0.822,0.006,0.65,0.005,0.002,1.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-09-01,1雀瞒,96.82,16.9,2.9,1.3,3.1,1.7,0.997,0.028,2,7.8,0,72,19,,,,,,,,,,,,,0.864,0.038,0.546,0.014,0.003,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-09-08,2雀瞒,96.94,16.7,2.8,1.4,3.1,2.2,0.682,0.019,2.1,7.2,0,74,47,0,0,0.0001,0,0.0005,0,,,,,,,0.677,0.103,0.405,0.01,0.001,1.9,0,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-09-15,3雀瞒,96.7,16.6,2.8,0.7,3,1.3,0.867,0.011,2.4,6.9,0,70,40,,,,,,,,,,,,,0.835,0.04,0.547,0.004,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-09-22,4雀瞒,96.37,17.1,3,0.7,3,2.5,0.869,0.017,1.9,7.5,0,74,27,,,,,,,,,,,,,0.835,0.079,0.413,0.01,0.001,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-09-30,5雀瞒,96.15,16.7,2.8,1.6,3,3.4,0.777,0.013,1.9,6.9,0,75,3,,,,,,,,,,,,,0.755,0.096,0.421,0.009,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-10-06,1雀瞒,96.51,15.7,2.7,1,2.8,2.4,0.833,0.015,2.3,7,0,76,13,0,0,0.00003,0,0.00094,0.0000043,,,,,,,0.748,0.107,0.397,0.008,0.002,5.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-10-13,2雀瞒,96.29,15.6,3.1,0.5,3.2,2.4,0.845,0.021,2.2,7,0,109,59,,,,,,,,,,,,,0.749,0.227,0.282,0.009,0.001,2.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-10-20,3雀瞒,96.02,15.8,4.9,0.7,2.8,3.1,0.634,0.03,2.1,6.9,0,76,82,,,,,,,,,,,,,0.579,0.122,0.349,0.013,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-10-27,4雀瞒,95.78,15.4,5.2,1.1,3,4.2,0.547,0.021,2.3,7,0,75,11,,,,,,,,,,,,,0.456,0.105,0.298,0.013,0.001,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-11-03,1雀瞒,95.5,14.2,4.9,1,2.7,4.1,0.611,0.014,2.6,7,0,76,6,0.00001,0,0.00001,0,0.00094,0.0000036,,,,,,,0.469,0.057,0.39,0.005,0,1.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-11-10,2雀瞒,95.37,13.5,4.8,1,3,6.3,1.048,0.053,2.4,7,0,78,13,,,,,,,,,,,,,0.983,0.226,0.365,0.034,0.001,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-11-17,3雀瞒,95.37,13.4,4.9,1,3,4.7,0.748,0.014,2,6.9,0,83,1,,,,,,,,,,,,,0.686,0.053,0.299,0.007,0.001,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-11-24,4雀瞒,95.67,13,3.9,0.9,2.4,2.7,0.637,0.014,1.1,6.8,0,84,17,,,,,,,,,,,,,0.616,0.28,0.06,0.005,0.002,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-12-01,1雀瞒,95.77,11.9,4.5,1.1,2.5,4.2,0.63,0.009,1.2,6.9,0,91,37,0,0,0,0,0.00139,0.0000003,,,,,,,0.604,0.221,0.259,0.002,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-12-08,2雀瞒,95.72,11.2,4.5,1.1,2.9,3,0.736,0.011,1.6,6.8,0,83,63,,,,,,,,,,,,,0.69,0.261,0.296,0.001,0.001,1.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-12-15,3雀瞒,95.95,10.4,4.7,1.5,3,2.5,0.804,0.025,2,6.9,0,90,49,,,,,,,,,,,,,0.751,0.254,0.392,0.011,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-12-22,4雀瞒,95.96,9.7,6,1,2.3,2.3,0.713,0.027,1.1,6.9,0,85,61,,,,,,,,,,,,,0.633,0.136,0.402,0.003,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2015-12-29,5雀瞒,95.94,8.6,6.7,1.1,2.5,1,0.831,0.007,1.1,6.9,0,96,23,,,,,,,,,,,,,0.795,0.243,0.433,0.002,0,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-01-05,1雀瞒,95.8,8.2,7.6,0.9,2.6,1.5,0.659,0.008,2.2,7,0,83,37,,,,,,,,,,,,,0.553,0.139,0.346,0.004,0.003,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-01-12,2雀瞒,95.57,7.4,7.3,0.7,2.1,2,0.761,0.012,2.8,7.1,0,86,37,,,,,,,,,,,,,0.741,0.164,0.421,0.005,0,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-01-20,3雀瞒,95.3,6.5,9.7,0.8,2.5,1.8,0.78,0.006,2.6,6.9,0,82,21,,,,,,,,,,,,,0.746,0.143,0.437,0.004,0.001,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-01-27,4雀瞒,95.06,5.4,9.2,0.8,2.2,1.9,0.745,0.019,2.3,7.1,0,83,8,0.00001,0,0.00001,0,0.00045,0,,,,,,,0.717,0.115,0.397,0.006,0.005,1.5,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2016-02-02,1雀瞒,95.03,5,10.2,0.5,2,2.8,0.699,0.007,2.2,7.2,0,82,9,0.00001,0,0,0,0.00072,0,,,,,,,0.682,0.094,0.513,0.001,0.001,0.9,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2016-02-11,2雀瞒,94.77,4.8,10.9,0.8,2.2,3.4,0.752,0.013,2.7,6.9,0,85,1,,,,,,,,,,,,,0.727,0.08,0.475,0.012,0.003,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-02-16,3雀瞒,95.27,4.9,10.7,0.5,2.5,2.9,0.712,0.002,2.2,7,0,85,1,,,,,,,,,,,,,0.693,0.083,0.482,0.001,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
